ATT,EGR,1,53.85041259815097,0,0.7,0.9,edge_level
ATT,EGR,1,38.265807089470805,0,0.7,0.9,end_level
ATT,hop,1,30.56701047804507,0,0.7,0.9,edge_level
ATT,hop,1,30.56701047804507,0,0.7,0.9,end_level
ATT,EGRsquare,1,48.0200621694542,0,0.7,0.9,edge_level
ATT,EGRsquare,1,32.43545666077404,0,0.7,0.9,end_level
ATT,EGR,1,53.85041259815097,0,0.7,0.92,edge_level
ATT,EGR,1,38.265807089470805,0,0.7,0.92,end_level
ATT,hop,1,30.56701047804507,0,0.7,0.92,edge_level
ATT,hop,1,30.56701047804507,0,0.7,0.92,end_level
ATT,EGRsquare,1,48.0200621694542,0,0.7,0.92,edge_level
ATT,EGRsquare,1,32.43545666077404,0,0.7,0.92,end_level
ATT,EGR,1,53.85041259815097,0,0.7,0.94,edge_level
ATT,EGR,1,38.265807089470805,0,0.7,0.94,end_level
ATT,hop,1,30.56701047804507,0,0.7,0.94,edge_level
ATT,hop,1,30.56701047804507,0,0.7,0.94,end_level
ATT,EGRsquare,1,48.0200621694542,0,0.7,0.94,edge_level
ATT,EGRsquare,1,32.43545666077404,0,0.7,0.94,end_level
ATT,EGR,1,53.85041259815097,0,0.7,0.96,edge_level
ATT,EGR,1,38.265807089470805,0,0.7,0.96,end_level
ATT,hop,1,30.56701047804507,0,0.7,0.96,edge_level
ATT,hop,1,30.56701047804507,0,0.7,0.96,end_level
ATT,EGRsquare,1,48.0200621694542,0,0.7,0.96,edge_level
ATT,EGRsquare,1,32.43545666077404,0,0.7,0.96,end_level
ATT,EGR,2,69.33442881224684,0,0.7,0.9,edge_level
ATT,EGR,2,53.749823303566686,0,0.7,0.9,end_level
ATT,hop,2,48.0109090254832,0,0.7,0.9,edge_level
ATT,hop,2,46.699073544954565,0,0.7,0.9,end_level
ATT,EGRsquare,2,48.0200621694542,0,0.7,0.9,edge_level
ATT,EGRsquare,2,32.43545666077404,0,0.7,0.9,end_level
ATT,EGR,2,69.33442881224684,0,0.7,0.92,edge_level
ATT,EGR,2,53.749823303566686,0,0.7,0.92,end_level
ATT,hop,2,48.0109090254832,0,0.7,0.92,edge_level
ATT,hop,2,46.699073544954565,0,0.7,0.92,end_level
ATT,EGRsquare,2,48.0200621694542,0,0.7,0.92,edge_level
ATT,EGRsquare,2,32.43545666077404,0,0.7,0.92,end_level
ATT,EGR,2,69.33442881224684,0,0.7,0.94,edge_level
ATT,EGR,2,53.749823303566686,0,0.7,0.94,end_level
ATT,hop,2,48.0109090254832,0,0.7,0.94,edge_level
ATT,hop,2,46.699073544954565,0,0.7,0.94,end_level
ATT,EGRsquare,2,48.0200621694542,0,0.7,0.94,edge_level
ATT,EGRsquare,2,32.43545666077404,0,0.7,0.94,end_level
ATT,EGR,2,69.33442881224684,0,0.7,0.96,edge_level
ATT,EGR,2,53.749823303566686,0,0.7,0.96,end_level
ATT,hop,2,48.0109090254832,0,0.7,0.96,edge_level
ATT,hop,2,46.699073544954565,0,0.7,0.96,end_level
ATT,EGRsquare,2,48.0200621694542,0,0.7,0.96,edge_level
ATT,EGRsquare,2,32.43545666077404,0,0.7,0.96,end_level
ATT,EGR,3,77.17395814561584,0,0.7,0.9,edge_level
ATT,EGR,3,56.34201071482114,0,0.7,0.9,end_level
ATT,hop,3,64.70685430542105,0,0.7,0.9,edge_level
ATT,hop,3,52.21968802743769,0,0.7,0.9,end_level
ATT,EGRsquare,3,48.0200621694542,0,0.7,0.9,edge_level
ATT,EGRsquare,3,32.43545666077404,0,0.7,0.9,end_level
ATT,EGR,3,77.17395814561584,0,0.7,0.92,edge_level
ATT,EGR,3,56.34201071482114,0,0.7,0.92,end_level
ATT,hop,3,64.70685430542105,0,0.7,0.92,edge_level
ATT,hop,3,52.21968802743769,0,0.7,0.92,end_level
ATT,EGRsquare,3,48.0200621694542,0,0.7,0.92,edge_level
ATT,EGRsquare,3,32.43545666077404,0,0.7,0.92,end_level
ATT,EGR,3,77.17395814561584,0,0.7,0.94,edge_level
ATT,EGR,3,56.34201071482114,0,0.7,0.94,end_level
ATT,hop,3,64.70685430542105,0,0.7,0.94,edge_level
ATT,hop,3,52.21968802743769,0,0.7,0.94,end_level
ATT,EGRsquare,3,48.0200621694542,0,0.7,0.94,edge_level
ATT,EGRsquare,3,32.43545666077404,0,0.7,0.94,end_level
ATT,EGR,3,77.17395814561584,0,0.7,0.96,edge_level
ATT,EGR,3,56.34201071482114,0,0.7,0.96,end_level
ATT,hop,3,64.70685430542105,0,0.7,0.96,edge_level
ATT,hop,3,52.21968802743769,0,0.7,0.96,end_level
ATT,EGRsquare,3,48.0200621694542,0,0.7,0.96,edge_level
ATT,EGRsquare,3,32.43545666077404,0,0.7,0.96,end_level
ATT,EGR,4,95.89941186738116,0,0.7,0.9,edge_level
ATT,EGR,4,57.060043067879846,0,0.7,0.9,end_level
ATT,hop,4,80.85628473216116,0,0.7,0.9,edge_level
ATT,hop,4,57.55959409462188,0,0.7,0.9,end_level
ATT,EGRsquare,4,77.22712217983839,0,0.7,0.9,edge_level
ATT,EGRsquare,4,38.9838394425295,0,0.7,0.9,end_level
ATT,EGR,4,95.89941186738116,0,0.7,0.92,edge_level
ATT,EGR,4,57.060043067879846,0,0.7,0.92,end_level
